content,date,location,like_count,source,total_media_shared,retweet_count,month_year,clearcontent
"A great asset that a lot of #CoV serology has already been done in the past @BenjaminMeyer85 @Virology_Bonn @MarcelAMller, that was key in #MERS #coronavirus times #emergingviruses",2020-01-11,"Geneva, Switzerland",4,Twitter for iPhone,0,1,2020-01,a great asset that a lot of cov serology has already been done in the past benjaminmeyer85 virologybonn marcelamller that was key in mers coronavirus times emergingviruses
"NEW: WHO interim guidance: 
📋 Surveillance case definitions for human infection with a novel #coronavirus

👉🏼 https://t.co/PuKGbQlUiV (under ‘Technical documents’) https://t.co/20iUH8rbvT",2020-01-11,"Geneva, Switzerland",62,Twitter for iPhone,1,34,2020-01,new who interim guidance surveillance case definitions for human infection with a novel coronavirus under technical documents
WHO has produced interim guidance for countries related to the novel #coronavirus outbreak in #wuhan,2020-01-11,@wellcometrust,6,Twitter for iPhone,0,1,2020-01,who has produced interim guidance for countries related to the novel coronavirus outbreak in wuhan
"NEW: WHO interim guidance: 
🔬Laboratory testing of human suspected cases of novel #coronavirus infection

👉🏼 https://t.co/PuKGbQlUiV (under ‘Technical documents’) https://t.co/JhGv1modRn",2020-01-11,"Geneva, Switzerland",91,Twitter for iPhone,1,53,2020-01,new who interim guidance laboratory testing of human suspected cases of novel coronavirus infection under technical documents
"WHO advice for international travel and trade in relation to the outbreak of pneumonia caused by a new #coronavirus in #Wuhan, #China🇨🇳

👉🏼 https://t.co/UU8IgFvjpn https://t.co/6Bcrm73CCl",2020-01-11,"Geneva, Switzerland",165,Twitter for iPhone,1,150,2020-01,who advice for international travel and trade in relation to the outbreak of pneumonia caused by a new coronavirus in wuhan china
"WHO is providing information to countries on how to prepare for the new #coronavirus, incl. how to:
🌡 monitor for sick people
🔬 test samples
🩺 treat patients
🏥 control infection in health centres
🩹 maintain the right supplies
🗣 communicate with the public about the virus https://t.co/D5bteTczIa",2020-01-11,"Geneva, Switzerland",210,Twitter for iPhone,1,159,2020-01,who is providing information to countries on how to prepare for the new coronavirus incl how to monitor for sick people test samples treat patients control infection in health centres maintain the right supplies communicate with the public about the virus
"NEW: WHO interim guidance on a range of topics to help countries manage the new #coronavirus 

👉🏼 https://t.co/PuKGbQlUiV https://t.co/iKZ0HXtlom",2020-01-11,"Geneva, Switzerland",687,Twitter for iPhone,1,511,2020-01,new who interim guidance on a range of topics to help countries manage the new coronavirus
"Q&amp;A discussing the novel #coronavirus  in #wuhan ""The virus is similar to some of the published viruses collected from bats. But it is not close to SARS and not close to MERS."" https://t.co/ai2cVfQETt",2020-01-11,@wellcometrust,2,Twitter for Android,0,0,2020-01,qampa discussing the novel coronavirus in wuhan the virus is similar to some of the published viruses collected from bats but it is not close to sars and not close to mers
"Sequence for novel #coronavirus  now available, important development after potential first death reported in #Wuhan https://t.co/HF5hctmr4d",2020-01-11,@wellcometrust,4,Twitter for Android,0,2,2020-01,sequence for novel coronavirus now available important development after potential first death reported in wuhan
Thanks for sharing this important data with the scientific community 🙏 #WuhanSARS #coronavirus #WuhanPneumonia,2020-01-11,"Bangkok, Thailand",6,Twitter for iPhone,0,4,2020-01,thanks for sharing this important data with the scientific community wuhansars coronavirus wuhanpneumonia
"Health authorities in the central Chinese city of Wuhan are reporting the first death from a new type of #coronavirus.
#China
https://t.co/IMT0lhlpcj",2020-01-11,"Chennai, India",33,TweetDeck,0,9,2020-01,health authorities in the central chinese city of wuhan are reporting the first death from a new type of coronavirus china
"The first death in #Wuhan has been reported. All but 3 (including the dead patient) patients remain hospitalized, nearly 20% of whom are in critical condition. #pneumonia #china #WuhanPneumonia #coronavirus 

https://t.co/e7asjwOscc",2020-01-11,"Maine, USA",0,Twitter for iPhone,0,1,2020-01,the first death in wuhan has been reported all but 3 including the dead patient patients remain hospitalized nearly 20 of whom are in critical condition pneumonia china wuhanpneumonia coronavirus
I wonder if the #Wuhan #coronavirus could be related to this?,2020-01-11,Global Citizen ,0,Twitter for iPhone,0,0,2020-01,i wonder if the wuhan coronavirus could be related to this
Great overview of coronavirus by @betswrites @WSJ ! pleased to share what we(@Baric_Lab @PeterDaszak @timothysheahan @UNCpublichealth) know especially now #WuhanPneumonia #sars #mers #coronavirus #emergingvirus,2020-01-11,"Chapel Hill, NC",16,Twitter for iPhone,0,9,2020-01,great overview of coronavirus by betswrites wsj pleased to share what webariclab peterdaszak timothysheahan uncpublichealth know especially now wuhanpneumonia sars mers coronavirus emergingvirus
"There is one reported fatality on the #WuhanPneumonia caused by a new #coronavirus. I am curious what was the age, gender, and medical co-morbidities of the patient. Did the patient have a superimposed #bacterial #pneumonia like we see with other pulmonary viral infections?",2020-01-11,Global Citizen ,2,Twitter for iPhone,0,0,2020-01,there is one reported fatality on the wuhanpneumonia caused by a new coronavirus i am curious what was the age gender and medical comorbidities of the patient did the patient have a superimposed bacterial pneumonia like we see with other pulmonary viral infections
This is really great Info on the #epidemiology of those in Hong Kong being screened for the new #coronavirus causing the #WuhanPneumonia. What I find interesting is how many of them have #influenzaA. I wonder how many got an #antiviral?,2020-01-11,Global Citizen ,1,Twitter for iPhone,0,0,2020-01,this is really great info on the epidemiology of those in hong kong being screened for the new coronavirus causing the wuhanpneumonia what i find interesting is how many of them have influenzaa i wonder how many got an antiviral
"Initial genome release of novel #Wuhan #Pneumonia #coronavirus https://t.co/R6hJ6o65nR
#wuhancluster #WuhanPneumonia
Start your engines assay designers!",2020-01-11,"Brisbane, Australia",93,Twitter for Android,0,44,2020-01,initial genome release of novel wuhan pneumonia coronavirus wuhancluster wuhanpneumonia start your engines assay designers
"#UPDATE One person infected with the novel #coronavirus in Wuhan, #China has died. 41 people there have been diagnosed with #pneumonia of previously unknown causes, with 7 in serious condition and 2 having recovered and left the hospital. (CCTV) https://t.co/UHz5J7aoIH https://t.co/5CsWuT0FnB",2020-01-11,"Shanghai, China",0,TweetDeck,1,1,2020-01,update one person infected with the novel coronavirus in wuhan china has died 41 people there have been diagnosed with pneumonia of previously unknown causes with 7 in serious condition and 2 having recovered and left the hospital cctv
"WHO advises against the application of any travel or trade restrictions on #China based on the information currently available https://t.co/UU8IgFvjpn 

#coronavirus https://t.co/nTfz6IkeKy",2020-01-11,"Geneva, Switzerland",120,Twitter for iPhone,1,115,2020-01,who advises against the application of any travel or trade restrictions on china based on the information currently available coronavirus
"Health practitioners and public health authorities should provide to travellers information to reduce the general risk of acute respiratory infections, via travel health clinics, travel agencies, conveyance operators and at points of entry https://t.co/UU8IgFvjpn 

#coronavirus https://t.co/sYd3Lufv4U",2020-01-11,"Geneva, Switzerland",48,Twitter for iPhone,1,31,2020-01,health practitioners and public health authorities should provide to travellers information to reduce the general risk of acute respiratory infections via travel health clinics travel agencies conveyance operators and at points of entry coronavirus
"A new virus has arrived on the scene, leaving patients with #pneumonia. 🦠 But is this a brief here-today-gone-tomorrow outbreak or the first sign of something far more dangerous?

➡️ https://t.co/7hioUVQiBl via @BBC 

#China #Coronavirus #GlobalHealth",2020-01-11,Barcelona,0,Hootsuite Inc.,0,0,2020-01,a new virus has arrived on the scene leaving patients with pneumonia but is this a brief heretodaygonetomorrow outbreak or the first sign of something far more dangerous via bbc china coronavirus globalhealth
"""China shared the genetic sequence of the novel #coronavirus on 12 January, which will be of great importance for other countries to use in developing specific diagnostic kits.""

#WuhanPneumonia",2020-01-12,Hong Kong,13,Twitter Web App,0,6,2020-01,china shared the genetic sequence of the novel coronavirus on 12 january which will be of great importance for other countries to use in developing specific diagnostic kits wuhanpneumonia
#Wuhan #Coronavirus #Virus Linked to Seafood Market Not Currently Spreading according @WHO https://t.co/nhm3DkJQTR,2020-01-12,Kumeyaay unceded land. ,2,Twitter Web Client,0,0,2020-01,wuhan coronavirus virus linked to seafood market not currently spreading according who
"Based on current information, @CDCgov says the risk to the US from possible #coronavirus outbreak in China is low. We're responding and preparing out of an abundance of caution. #Wuhan",2020-01-12,"Atlanta, GA",40,Twitter Web App,0,18,2020-01,based on current information cdcgov says the risk to the us from possible coronavirus outbreak in china is low were responding and preparing out of an abundance of caution wuhan
"More comprehensive information and ongoing investigations are required to better understand the novel #coronavirus (2019-nCoV) outbreak’s epidemiology, clinical picture, source, modes of transmission, and extent of infection; as well as the countermeasures implemented. https://t.co/3NIO27g45p",2020-01-12,"Geneva, Switzerland",67,Twitter for iPhone,1,56,2020-01,more comprehensive information and ongoing investigations are required to better understand the novel coronavirus 2019ncov outbreaks epidemiology clinical picture source modes of transmission and extent of infection as well as the countermeasures implemented
